"Step","hopeful-night-223 - eval/Achievements/eat_cow","hopeful-night-223 - eval/Achievements/eat_cow__MIN","hopeful-night-223 - eval/Achievements/eat_cow__MAX"
"52340","1.533219814300537","1.533219814300537","1.533219814300537"
"52956","1.532710313796997","1.532710313796997","1.532710313796997"
"53571","1.5316479206085205","1.5316479206085205","1.5316479206085205"
"54187","1.5679124593734741","1.5679124593734741","1.5679124593734741"
"54803","1.5498287677764893","1.5498287677764893","1.5498287677764893"
"55419","1.5686274766921997","1.5686274766921997","1.5686274766921997"
"56035","1.5693881511688232","1.5693881511688232","1.5693881511688232"
"56650","1.6055846214294434","1.6055846214294434","1.6055846214294434"
"57266","1.5862069129943848","1.5862069129943848","1.5862069129943848"
"57882","1.6175719499588013","1.6175719499588013","1.6175719499588013"
"58497","1.634372353553772","1.634372353553772","1.634372353553772"
"59113","1.6508253812789917","1.6508253812789917","1.6508253812789917"
"59729","1.6325857639312744","1.6325857639312744","1.6325857639312744"
"60345","1.6160626411437988","1.6160626411437988","1.6160626411437988"
"60961","1.5988372564315796","1.5988372564315796","1.5988372564315796"
"61576","1.6293929815292358","1.6293929815292358","1.6293929815292358"
"62192","1.6129032373428345","1.6129032373428345","1.6129032373428345"
"62808","1.597744345664978","1.597744345664978","1.597744345664978"
"63424","1.581885814666748","1.581885814666748","1.581885814666748"
"64040","1.611170768737793","1.611170768737793","1.611170768737793"
"64655","1.6268815994262695","1.6268815994262695","1.6268815994262695"
"65271","1.6553800106048584","1.6553800106048584","1.6553800106048584"
"65887","1.6395885944366455","1.6395885944366455","1.6395885944366455"
"66502","1.6378928422927856","1.6378928422927856","1.6378928422927856"
"67118","1.6367090940475464","1.6367090940475464","1.6367090940475464"
"67734","1.6502605676651","1.6502605676651","1.6502605676651"
"68350","1.6783819198608398","1.6783819198608398","1.6783819198608398"
"68966","1.6915422677993774","1.6915422677993774","1.6915422677993774"
"69581","1.7190362215042114","1.7190362215042114","1.7190362215042114"
"70197","1.7200391292572021","1.7200391292572021","1.7200391292572021"
"70813","1.7334628105163574","1.7334628105163574","1.7334628105163574"
"71429","1.7466648817062378","1.7466648817062378","1.7466648817062378"
"72045","1.7452958822250366","1.7452958822250366","1.7452958822250366"
"72660","1.731835961341858","1.731835961341858","1.731835961341858"
"73276","1.744264006614685","1.744264006614685","1.744264006614685"
"73892","1.7310253381729126","1.7310253381729126","1.7310253381729126"
"74507","1.7163982391357422","1.7163982391357422","1.7163982391357422"
"75123","1.7419776916503906","1.7419776916503906","1.7419776916503906"
"75739","1.726375937461853","1.726375937461853","1.726375937461853"
"76355","1.738122820854187","1.738122820854187","1.738122820854187"
"76971","1.7247987985610962","1.7247987985610962","1.7247987985610962"
"77586","1.7234824895858765","1.7234824895858765","1.7234824895858765"
"78202","1.7221872806549072","1.7221872806549072","1.7221872806549072"
"78818","1.7228463888168335","1.7228463888168335","1.7228463888168335"
"79434","1.7452654838562012","1.7452654838562012","1.7452654838562012"
"80050","1.781545639038086","1.781545639038086","1.781545639038086"
"80665","1.8053183555603027","1.8053183555603027","1.8053183555603027"
"81281","1.840193748474121","1.840193748474121","1.840193748474121"
"81897","1.8502943515777588","1.8502943515777588","1.8502943515777588"
"82512","1.836832046508789","1.836832046508789","1.836832046508789"
"83128","1.8233482837677002","1.8233482837677002","1.8233482837677002"
"83744","1.8094230890274048","1.8094230890274048","1.8094230890274048"
"84360","1.8075802326202393","1.8075802326202393","1.8075802326202393"
"84976","1.8059736490249634","1.8059736490249634","1.8059736490249634"
"85591","1.791867733001709","1.791867733001709","1.791867733001709"
"86207","1.779197096824646","1.779197096824646","1.779197096824646"
"86823","1.801087498664856","1.801087498664856","1.801087498664856"
"87439","1.7889288663864136","1.7889288663864136","1.7889288663864136"
"88055","1.8204154968261719","1.8204154968261719","1.8204154968261719"
"88670","1.8292683362960815","1.8292683362960815","1.8292683362960815"
"89286","1.8165804147720337","1.8165804147720337","1.8165804147720337"
"89902","1.8157951831817627","1.8157951831817627","1.8157951831817627"
"90517","1.8025844097137451","1.8025844097137451","1.8025844097137451"
"91133","1.7918825149536133","1.7918825149536133","1.7918825149536133"
"91749","1.7807337045669556","1.7807337045669556","1.7807337045669556"
"92365","1.7680264711380005","1.7680264711380005","1.7680264711380005"
"92981","1.7581020593643188","1.7581020593643188","1.7581020593643188"
"93596","1.7470005750656128","1.7470005750656128","1.7470005750656128"
"94212","1.7364016771316528","1.7364016771316528","1.7364016771316528"
"94828","1.7445483207702637","1.7445483207702637","1.7445483207702637"
"95444","1.7529387474060059","1.7529387474060059","1.7529387474060059"
"96060","1.7497186660766602","1.7497186660766602","1.7497186660766602"
"96675","1.759023904800415","1.759023904800415","1.759023904800415"
"97291","1.7784963846206665","1.7784963846206665","1.7784963846206665"
"97907","1.7979108095169067","1.7979108095169067","1.7979108095169067"
"98522","1.796048641204834","1.796048641204834","1.796048641204834"
"99138","1.796347737312317","1.796347737312317","1.796347737312317"
"99754","1.81334388256073","1.81334388256073","1.81334388256073"
"100370","1.800920009613037","1.800920009613037","1.800920009613037"
"100986","1.7968143224716187","1.7968143224716187","1.7968143224716187"
"101601","1.786404013633728","1.786404013633728","1.786404013633728"
"102217","1.7749208211898804","1.7749208211898804","1.7749208211898804"
"102833","1.7731173038482666","1.7731173038482666","1.7731173038482666"
"103449","1.780808925628662","1.780808925628662","1.780808925628662"
"104065","1.770745038986206","1.770745038986206","1.770745038986206"
"104680","1.7602996826171875","1.7602996826171875","1.7602996826171875"
"105296","1.7592850923538208","1.7592850923538208","1.7592850923538208"
"105912","1.7586078643798828","1.7586078643798828","1.7586078643798828"
"106527","1.758100152015686","1.758100152015686","1.758100152015686"
"107143","1.747164249420166","1.747164249420166","1.747164249420166"
"107759","1.7555030584335327","1.7555030584335327","1.7555030584335327"
"108375","1.74534273147583","1.74534273147583","1.74534273147583"
