"Step","hopeful-night-223 - eval/Achievements/collect_wood","hopeful-night-223 - eval/Achievements/collect_wood__MIN","hopeful-night-223 - eval/Achievements/collect_wood__MAX"
"74507","26.010034561157227","26.010034561157227","26.010034561157227"
"75123","26.234447479248047","26.234447479248047","26.234447479248047"
"75739","26.272066116333008","26.272066116333008","26.272066116333008"
"76355","26.41946792602539","26.41946792602539","26.41946792602539"
"76971","26.664112091064453","26.664112091064453","26.664112091064453"
"77586","26.751995086669922","26.751995086669922","26.751995086669922"
"78202","26.876178741455078","26.876178741455078","26.876178741455078"
"78818","27.053682327270508","27.053682327270508","27.053682327270508"
"79434","27.169204711914062","27.169204711914062","27.169204711914062"
"80050","27.34979820251465","27.34979820251465","27.34979820251465"
"80665","27.51890754699707","27.51890754699707","27.51890754699707"
"81281","27.627119064331055","27.627119064331055","27.627119064331055"
"81897","27.886579513549805","27.886579513549805","27.886579513549805"
"82512","27.898378372192383","27.898378372192383","27.898378372192383"
"83128","27.95406150817871","27.95406150817871","27.95406150817871"
"83744","28.022558212280273","28.022558212280273","28.022558212280273"
"84360","28.186588287353516","28.186588287353516","28.186588287353516"
"84976","28.200971603393555","28.200971603393555","28.200971603393555"
"85591","28.30232048034668","28.30232048034668","28.30232048034668"
"86207","28.35310173034668","28.35310173034668","28.35310173034668"
"86823","28.48889923095703","28.48889923095703","28.48889923095703"
"87439","28.521602630615234","28.521602630615234","28.521602630615234"
"88055","28.64641571044922","28.64641571044922","28.64641571044922"
"88670","28.780487060546875","28.780487060546875","28.780487060546875"
"89286","28.922163009643555","28.922163009643555","28.922163009643555"
"89902","29.052722930908203","29.052722930908203","29.052722930908203"
"90517","29.13454246520996","29.13454246520996","29.13454246520996"
"91133","29.188255310058594","29.188255310058594","29.188255310058594"
"91749","29.242650985717773","29.242650985717773","29.242650985717773"
"92365","29.289594650268555","29.289594650268555","29.289594650268555"
"92981","29.358186721801758","29.358186721801758","29.358186721801758"
"93596","29.4359073638916","29.4359073638916","29.4359073638916"
"94212","29.539749145507812","29.539749145507812","29.539749145507812"
"94828","29.657320022583008","29.657320022583008","29.657320022583008"
"95444","29.882450103759766","29.882450103759766","29.882450103759766"
"96060","29.980558395385742","29.980558395385742","29.980558395385742"
"96675","30.055923461914062","30.055923461914062","30.055923461914062"
"97291","30.18391227722168","30.18391227722168","30.18391227722168"
"97907","30.303335189819336","30.303335189819336","30.303335189819336"
"98522","30.363201141357422","30.363201141357422","30.363201141357422"
"99138","30.34934425354004","30.34934425354004","30.34934425354004"
"99754","30.56075668334961","30.56075668334961","30.56075668334961"
"100370","30.596065521240234","30.596065521240234","30.596065521240234"
"100986","30.66239356994629","30.66239356994629","30.66239356994629"
"101601","30.706836700439453","30.706836700439453","30.706836700439453"
"102217","30.778087615966797","30.778087615966797","30.778087615966797"
"102833","30.762630462646484","30.762630462646484","30.762630462646484"
"103449","30.813678741455078","30.813678741455078","30.813678741455078"
"104065","30.790241241455078","30.790241241455078","30.790241241455078"
"104680","30.823970794677734","30.823970794677734","30.823970794677734"
"105296","30.91315269470215","30.91315269470215","30.91315269470215"
"105912","30.988523483276367","30.988523483276367","30.988523483276367"
"106527","30.992267608642578","30.992267608642578","30.992267608642578"
"107143","31.04646873474121","31.04646873474121","31.04646873474121"
"107759","31.207931518554688","31.207931518554688","31.207931518554688"
"108375","31.280521392822266","31.280521392822266","31.280521392822266"
"108991","31.336570739746094","31.336570739746094","31.336570739746094"
"109606","31.390775680541992","31.390775680541992","31.390775680541992"
