"Step","hopeful-night-223 - eval/Achievements/place_plant","hopeful-night-223 - eval/Achievements/place_plant__MIN","hopeful-night-223 - eval/Achievements/place_plant__MAX"
"54803","1.2254459857940674","1.2254459857940674","1.2254459857940674"
"55419","1.2655971050262451","1.2655971050262451","1.2655971050262451"
"56035","1.2696173191070557","1.2696173191070557","1.2696173191070557"
"56650","1.2565444707870483","1.2565444707870483","1.2565444707870483"
"57266","1.2413792610168457","1.2413792610168457","1.2413792610168457"
"57882","1.2259492874145508","1.2259492874145508","1.2259492874145508"
"58497","1.2131423950195312","1.2131423950195312","1.2131423950195312"
"59113","1.3006503582000732","1.3006503582000732","1.3006503582000732"
"59729","1.3027704954147339","1.3027704954147339","1.3027704954147339"
"60345","1.2895853519439697","1.2895853519439697","1.2895853519439697"
"60961","1.2919896841049194","1.2919896841049194","1.2919896841049194"
"61576","1.2939296960830688","1.2939296960830688","1.2939296960830688"
"62192","1.2966476678848267","1.2966476678848267","1.2966476678848267"
"62808","1.2844611406326294","1.2844611406326294","1.2844611406326294"
"63424","1.2717121839523315","1.2717121839523315","1.2717121839523315"
"64040","1.2889366149902344","1.2889366149902344","1.2889366149902344"
"64655","1.2923825979232788","1.2923825979232788","1.2923825979232788"
"65271","1.279157280921936","1.279157280921936","1.279157280921936"
"65887","1.2818602323532104","1.2818602323532104","1.2818602323532104"
"66502","1.2837538719177246","1.2837538719177246","1.2837538719177246"
"67118","1.3005990982055664","1.3005990982055664","1.3005990982055664"
"67734","1.331789255142212","1.331789255142212","1.331789255142212"
"68350","1.3197532892227173","1.3197532892227173","1.3197532892227173"
"68966","1.3361762762069702","1.3361762762069702","1.3361762762069702"
"69581","1.3385937213897705","1.3385937213897705","1.3385937213897705"
"70197","1.342469573020935","1.342469573020935","1.342469573020935"
"70813","1.3451671600341797","1.3451671600341797","1.3451671600341797"
"71429","1.3478201627731323","1.3478201627731323","1.3478201627731323"
"72045","1.363512396812439","1.363512396812439","1.363512396812439"
"72660","1.3529969453811646","1.3529969453811646","1.3529969453811646"
"73276","1.3417415618896484","1.3417415618896484","1.3417415618896484"
"73892","1.3448735475540161","1.3448735475540161","1.3448735475540161"
"74507","1.3335093259811401","1.3335093259811401","1.3335093259811401"
"75123","1.3490504026412964","1.3490504026412964","1.3490504026412964"
"75739","1.3629283905029297","1.3629283905029297","1.3629283905029297"
"76355","1.3518732786178589","1.3518732786178589","1.3518732786178589"
"76971","1.3542864322662354","1.3542864322662354","1.3542864322662354"
"77586","1.3559751510620117","1.3559751510620117","1.3559751510620117"
"78202","1.3576366901397705","1.3576366901397705","1.3576366901397705"
"78818","1.360798954963684","1.360798954963684","1.360798954963684"
"79434","1.3491768836975098","1.3491768836975098","1.3491768836975098"
"80050","1.3515174388885498","1.3515174388885498","1.3515174388885498"
"80665","1.3417906761169434","1.3417906761169434","1.3417906761169434"
"81281","1.3559322357177734","1.3559322357177734","1.3559322357177734"
"81897","1.369698405265808","1.369698405265808","1.369698405265808"
"82512","1.3597328662872314","1.3597328662872314","1.3597328662872314"
"83128","1.349751353263855","1.349751353263855","1.349751353263855"
"83744","1.3394430875778198","1.3394430875778198","1.3394430875778198"
"84360","1.3294460773468018","1.3294460773468018","1.3294460773468018"
"84976","1.3197499513626099","1.3197499513626099","1.3197499513626099"
"85591","1.3094418048858643","1.3094418048858643","1.3094418048858643"
"86207","1.3001824617385864","1.3001824617385864","1.3001824617385864"
"86823","1.336656093597412","1.336656093597412","1.336656093597412"
"87439","1.3276327848434448","1.3276327848434448","1.3276327848434448"
"88055","1.3290150165557861","1.3290150165557861","1.3290150165557861"
"88670","1.3192905187606812","1.3192905187606812","1.3192905187606812"
"89286","1.3211493492126465","1.3211493492126465","1.3211493492126465"
"89902","1.3235615491867065","1.3235615491867065","1.3235615491867065"
"90517","1.3139320611953735","1.3139320611953735","1.3139320611953735"
"91133","1.3061312437057495","1.3061312437057495","1.3061312437057495"
"91749","1.2980047464370728","1.2980047464370728","1.2980047464370728"
"92365","1.3100436925888062","1.3100436925888062","1.3100436925888062"
"92981","1.3132810592651367","1.3132810592651367","1.3132810592651367"
"93596","1.3155125379562378","1.3155125379562378","1.3155125379562378"
"94212","1.3179916143417358","1.3179916143417358","1.3179916143417358"
"94828","1.3291796445846558","1.3291796445846558","1.3291796445846558"
"95444","1.3404825925827026","1.3404825925827026","1.3404825925827026"
"96060","1.330195426940918","1.330195426940918","1.330195426940918"
"96675","1.3523131608963013","1.3523131608963013","1.3523131608963013"
"97291","1.3439773321151733","1.3439773321151733","1.3439773321151733"
"97907","1.3358778953552246","1.3358778953552246","1.3358778953552246"
"98522","1.337058424949646","1.337058424949646","1.337058424949646"
"99138","1.3398174047470093","1.3398174047470093","1.3398174047470093"
"99754","1.3304425477981567","1.3304425477981567","1.3304425477981567"
"100370","1.3213272094726562","1.3213272094726562","1.3213272094726562"
"100986","1.311188817024231","1.311188817024231","1.311188817024231"
"101601","1.3035920858383179","1.3035920858383179","1.3035920858383179"
"102217","1.2952125072479248","1.2952125072479248","1.2952125072479248"
"102833","1.2869399785995483","1.2869399785995483","1.2869399785995483"
"103449","1.2787723541259766","1.2787723541259766","1.2787723541259766"
"104065","1.271545648574829","1.271545648574829","1.271545648574829"
"104680","1.264045000076294","1.264045000076294","1.264045000076294"
"105296","1.2566322088241577","1.2566322088241577","1.2566322088241577"
"105912","1.2587929964065552","1.2587929964065552","1.2587929964065552"
"106527","1.2518409490585327","1.2518409490585327","1.2518409490585327"
"107143","1.2532016038894653","1.2532016038894653","1.2532016038894653"
"107759","1.2643259763717651","1.2643259763717651","1.2643259763717651"
"108375","1.2570085525512695","1.2570085525512695","1.2570085525512695"
