"Step","hopeful-night-223 - eval/Achievements/collect_stone","hopeful-night-223 - eval/Achievements/collect_stone__MIN","hopeful-night-223 - eval/Achievements/collect_stone__MAX"
"64655","0.015204500406980515","0.015204500406980515","0.015204500406980515"
"65271","0.01504890900105238","0.01504890900105238","0.01504890900105238"
"65887","0.014905351214110851","0.014905351214110851","0.014905351214110851"
"66502","0.0147557919844985","0.0147557919844985","0.0147557919844985"
"67118","0.014613473787903786","0.014613473787903786","0.014613473787903786"
"67734","0.014475969597697258","0.014475969597697258","0.014475969597697258"
"68350","0.028690287843346596","0.028690287843346596","0.028690287843346596"
"68966","0.02842928282916546","0.02842928282916546","0.02842928282916546"
"69581","0.0281809214502573","0.0281809214502573","0.0281809214502573"
"70197","0.027968116104602814","0.027968116104602814","0.027968116104602814"
"70813","0.027735404670238495","0.027735404670238495","0.027735404670238495"
"71429","0.02750653214752674","0.02750653214752674","0.02750653214752674"
"72045","0.027270248159766197","0.027270248159766197","0.027270248159766197"
"72660","0.02705993689596653","0.02705993689596653","0.02705993689596653"
"73276","0.02683483250439167","0.02683483250439167","0.02683483250439167"
"73892","0.026631157845258713","0.026631157845258713","0.026631157845258713"
"74507","0.026406126096844673","0.026406126096844673","0.026406126096844673"
"75123","0.02619515359401703","0.02619515359401703","0.02619515359401703"
"75739","0.025960540398955345","0.025960540398955345","0.025960540398955345"
"76355","0.025749968364834785","0.025749968364834785","0.025749968364834785"
"76971","0.025552574545145035","0.025552574545145035","0.025552574545145035"
"77586","0.025345329195261","0.025345329195261","0.025345329195261"
"78202","0.02514141984283924","0.02514141984283924","0.02514141984283924"
"78818","0.024968789890408516","0.024968789890408516","0.024968789890408516"
"79434","0.024755539372563362","0.024755539372563362","0.024755539372563362"
"80050","0.02457304298877716","0.02457304298877716","0.02457304298877716"
"80665","0.024396194145083427","0.024396194145083427","0.024396194145083427"
"81281","0.024213075637817383","0.024213075637817383","0.024213075637817383"
"81897","0.024029796943068504","0.024029796943068504","0.024029796943068504"
"82512","0.02385496161878109","0.02385496161878109","0.02385496161878109"
"83128","0.02367984876036644","0.02367984876036644","0.02367984876036644"
"83744","0.023499000817537308","0.023499000817537308","0.023499000817537308"
"84360","0.02332361601293087","0.02332361601293087","0.02332361601293087"
"84976","0.023153508082032204","0.023153508082032204","0.023153508082032204"
"85591","0.02297266200184822","0.02297266200184822","0.02297266200184822"
"86207","0.02281021885573864","0.02281021885573864","0.02281021885573864"
"86823","0.02265518717467785","0.02265518717467785","0.02265518717467785"
"87439","0.022502250969409943","0.022502250969409943","0.022502250969409943"
"88055","0.022336386144161224","0.022336386144161224","0.022336386144161224"
"88670","0.022172948345541954","0.022172948345541954","0.022172948345541954"
"89286","0.02201915718615055","0.02201915718615055","0.02201915718615055"
"89902","0.021877050399780273","0.021877050399780273","0.021877050399780273"
"90517","0.02171788550913334","0.02171788550913334","0.02171788550913334"
"91133","0.021588945761322975","0.021588945761322975","0.021588945761322975"
"91749","0.021454622969031334","0.021454622969031334","0.021454622969031334"
"92365","0.021301522850990295","0.021301522850990295","0.021301522850990295"
"92981","0.021181952208280563","0.021181952208280563","0.021181952208280563"
"93596","0.021048201248049736","0.021048201248049736","0.021048201248049736"
"94212","0.02092050202190876","0.02092050202190876","0.02092050202190876"
"94828","0.020768431946635246","0.020768431946635246","0.020768431946635246"
"95444","0.02062280848622322","0.02062280848622322","0.02062280848622322"
"96060","0.020464545115828514","0.020464545115828514","0.020464545115828514"
"96675","0.02033553645014763","0.02033553645014763","0.02033553645014763"
"97291","0.020210186019539833","0.020210186019539833","0.020210186019539833"
"97907","0.02008838951587677","0.02008838951587677","0.02008838951587677"
"98522","0.01995609700679779","0.01995609700679779","0.01995609700679779"
"99138","0.019849145784974098","0.019849145784974098","0.019849145784974098"
"99754","0.01971025951206684","0.01971025951206684","0.01971025951206684"
"100370","0.019575217738747597","0.019575217738747597","0.019575217738747597"
"100986","0.01942501962184906","0.01942501962184906","0.01942501962184906"
"101601","0.019312476739287376","0.019312476739287376","0.019312476739287376"
"102217","0.019188333302736282","0.019188333302736282","0.019188333302736282"
"102833","0.019065776839852333","0.019065776839852333","0.019065776839852333"
"103449","0.01894477568566799","0.01894477568566799","0.01894477568566799"
"104065","0.018837712705135345","0.018837712705135345","0.018837712705135345"
"104680","0.018726591020822525","0.018726591020822525","0.018726591020822525"
"105296","0.018616773188114166","0.018616773188114166","0.018616773188114166"
"105912","0.018511662259697914","0.018511662259697914","0.018511662259697914"
"106527","0.018409425392746925","0.018409425392746925","0.018409425392746925"
"107143","0.018294913694262505","0.018294913694262505","0.018294913694262505"
"107759","0.018191741779446602","0.018191741779446602","0.018191741779446602"
"108375","0.018086453899741173","0.018086453899741173","0.018086453899741173"
"108991","0.017988847568631172","0.017988847568631172","0.017988847568631172"
"109606","0.017876295372843742","0.017876295372843742","0.017876295372843742"
"110222","0.01776830106973648","0.01776830106973648","0.01776830106973648"
