"Step","hopeful-night-223 - eval/Achievements/place_table","hopeful-night-223 - eval/Achievements/place_table__MIN","hopeful-night-223 - eval/Achievements/place_table__MAX"
"61576","3.2587859630584717","3.2587859630584717","3.2587859630584717"
"62192","3.257431983947754","3.257431983947754","3.257431983947754"
"62808","3.242481231689453","3.242481231689453","3.242481231689453"
"63424","3.256823778152466","3.256823778152466","3.256823778152466"
"64040","3.2683749198913574","3.2683749198913574","3.2683749198913574"
"64655","3.268967628479004","3.268967628479004","3.268967628479004"
"65271","3.3860044479370117","3.3860044479370117","3.3860044479370117"
"65887","3.3686094284057617","3.3686094284057617","3.3686094284057617"
"66502","3.4380993843078613","3.4380993843078613","3.4380993843078613"
"67118","3.463393211364746","3.463393211364746","3.463393211364746"
"67734","3.459756851196289","3.459756851196289","3.459756851196289"
"68350","3.543250560760498","3.543250560760498","3.543250560760498"
"68966","3.5536601543426514","3.5536601543426514","3.5536601543426514"
"69581","3.5507960319519043","3.5507960319519043","3.5507960319519043"
"70197","3.57991886138916","3.57991886138916","3.57991886138916"
"70813","3.5639994144439697","3.5639994144439697","3.5639994144439697"
"71429","3.6583688259124756","3.6583688259124756","3.6583688259124756"
"72045","3.763294219970703","3.763294219970703","3.763294219970703"
"72660","3.788391351699829","3.788391351699829","3.788391351699829"
"73276","3.770293951034546","3.770293951034546","3.770293951034546"
"73892","3.8215713500976562","3.8215713500976562","3.8215713500976562"
"74507","3.815685272216797","3.815685272216797","3.815685272216797"
"75123","3.8506875038146973","3.8506875038146973","3.8506875038146973"
"75739","3.8421599864959717","3.8421599864959717","3.8421599864959717"
"76355","3.8238701820373535","3.8238701820373535","3.8238701820373535"
"76971","3.858438730239868","3.858438730239868","3.858438730239868"
"77586","3.852490186691284","3.852490186691284","3.852490186691284"
"78202","3.8843495845794678","3.8843495845794678","3.8843495845794678"
"78818","3.9575531482696533","3.9575531482696533","3.9575531482696533"
"79434","3.9856417179107666","3.9856417179107666","3.9856417179107666"
"80050","4.029979228973389","4.029979228973389","4.029979228973389"
"80665","4.086362361907959","4.086362361907959","4.086362361907959"
"81281","4.140435695648193","4.140435695648193","4.140435695648193"
"81897","4.205214500427246","4.205214500427246","4.205214500427246"
"82512","4.1984734535217285","4.1984734535217285","4.1984734535217285"
"83128","4.179493427276611","4.179493427276611","4.179493427276611"
"83744","4.2180705070495605","4.2180705070495605","4.2180705070495605"
"84360","4.2565598487854","4.2565598487854","4.2565598487854"
"84976","4.260245323181152","4.260245323181152","4.260245323181152"
"85591","4.2844014167785645","4.2844014167785645","4.2844014167785645"
"86207","4.288321018218994","4.288321018218994","4.288321018218994"
"86823","4.41776180267334","4.41776180267334","4.41776180267334"
"87439","4.47794771194458","4.47794771194458","4.47794771194458"
"88055","4.5119500160217285","4.5119500160217285","4.5119500160217285"
"88670","4.578713893890381","4.578713893890381","4.578713893890381"
"89286","4.635032653808594","4.635032653808594","4.635032653808594"
"89902","4.692627429962158","4.692627429962158","4.692627429962158"
"90517","4.734498977661133","4.734498977661133","4.734498977661133"
"91133","4.792746067047119","4.792746067047119","4.792746067047119"
"91749","4.795108318328857","4.795108318328857","4.795108318328857"
"92365","4.814144134521484","4.814144134521484","4.814144134521484"
"92981","4.8506669998168945","4.8506669998168945","4.8506669998168945"
"93596","4.830562114715576","4.830562114715576","4.830562114715576"
"94212","4.884937286376953","4.884937286376953","4.884937286376953"
"94828","4.922118186950684","4.922118186950684","4.922118186950684"
"95444","5.052587985992432","5.052587985992432","5.052587985992432"
"96060","5.126368522644043","5.126368522644043","5.126368522644043"
"96675","5.144890785217285","5.144890785217285","5.144890785217285"
"97291","5.21422815322876","5.21422815322876","5.21422815322876"
"97907","5.2832465171813965","5.2832465171813965","5.2832465171813965"
"98522","5.328277587890625","5.328277587890625","5.328277587890625"
"99138","5.3493452072143555","5.3493452072143555","5.3493452072143555"
"99754","5.459741592407227","5.459741592407227","5.459741592407227"
"100370","5.471273422241211","5.471273422241211","5.471273422241211"
"100986","5.487567901611328","5.487567901611328","5.487567901611328"
"101601","5.523367881774902","5.523367881774902","5.523367881774902"
"102217","5.5742106437683105","5.5742106437683105","5.5742106437683105"
"102833","5.538608074188232","5.538608074188232","5.538608074188232"
"103449","5.560291767120361","5.560291767120361","5.560291767120361"
"104065","5.575963020324707","5.575963020324707","5.575963020324707"
"104680","5.589887619018555","5.589887619018555","5.589887619018555"
"105296","5.61295747756958","5.61295747756958","5.61295747756958"
"105912","5.609033584594727","5.609033584594727","5.609033584594727"
"106527","5.633284091949463","5.633284091949463","5.633284091949463"
"107143","5.689718246459961","5.689718246459961","5.689718246459961"
"107759","5.775877952575684","5.775877952575684","5.775877952575684"
"108375","5.787664890289307","5.787664890289307","5.787664890289307"
